N,P,K,temperature,humidity,ph,rainfall,label
9,44,25,30.2125143,50.2054632,8.197929207,63.77431667,mothbeans
34,49,22,28.6055333,53.2434791,6.628632823,46.36844159,mothbeans
23,55,16,27.17402761,50.02032764,6.122163468,36.79907441,mothbeans
11,51,25,28.38343856,60.10843964,8.926760261,41.51846751,mothbeans
13,57,21,30.1931877,43.19054622,4.839156921,59.18738989,mothbeans
13,48,21,26.03449782,45.5756322,8.992699666,66.62846411,mothbeans
16,60,24,27.96658994,61.20708161,8.566255919,58.25338703,mothbeans
8,52,17,26.41252624,46.69302414,9.093439669,70.06841402,mothbeans
32,46,18,25.88491833,55.83708572,7.636789823,31.69022667,mothbeans
7,53,23,25.7026857,46.94915415,6.554926553,65.91878127,mothbeans
15,58,23,29.84263603,45.89107469,8.183149929,54.47693047,mothbeans
28,50,20,29.48334262,43.80623402,3.987303961,59.49203245,mothbeans
14,54,22,25.15285708,56.72422541,9.024429072,64.32804589,mothbeans
33,39,16,25.34924938,59.29737659,8.223143352,47.12785346,mothbeans
20,53,16,31.21475442,52.8493884,4.953661004,57.43739885,mothbeans
21,47,18,30.3108007,43.24572048,3.73005278,33.28977622,mothbeans
7,51,18,28.752047,61.51492965,7.590128032999999,52.72818759,mothbeans
7,56,16,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
12,52,25,27.61620733,43.65061894,9.001839319,61.18311547,mothbeans
30,55,22,26.40936351,57.49757749,9.086876667,53.99676498,mothbeans
19,38,23,26.21350162,61.01091402,3.766535619,31.10935839,mothbeans
29,39,22,27.72892019,47.08454788,7.875558848,47.08454788,mothbeans
26,45,19,28.8660691,60.87750025,3.819389611,54.77984935,mothbeans
17,46,23,29.30130192,51.33901242,9.219175148,69.59399329,mothbeans
36,52,21,25.49843852,43.90307651,7.313587284,45.28767794,mothbeans
13,44,21,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
36,44,23,30.34445548,48.02497095,4.275513615,53.13919462,mothbeans
14,45,21,26.04248776,52.33551107,9.087791491,68.25530502,mothbeans
31,52,24,27.09789235,44.14224185,7.01549122,45.09014413,mothbeans
26,43,20,30.48488991,54.83285411,4.780872891,34.19543248,mothbeans
24,55,16,27.03482685,53.13168861,9.212168548,32.74284335,mothbeans
10,50,21,25.52212496,57.1019405,7.800876217,37.6340841,mothbeans
29,50,18,26.75519196,54.69444348,3.98422469,54.63044898,mothbeans
16,57,23,28.2373587,43.32147245,6.135171784,52.95129082,mothbeans
25,43,23,31.45648517,57.29605411,7.317927011,40.20722115,mothbeans
19,44,17,30.14090314,55.92488284,9.506141344,31.76925469,mothbeans
10,59,17,29.13538015,48.51817829,3.546451251,41.46433101,mothbeans
36,59,25,26.72881648,44.16240713,6.279319286,51.38972925,mothbeans
33,54,16,28.76360567,53.79076805,5.525333767,32.27857344,mothbeans
13,44,18,31.5683821,51.00272022,5.130124694,54.85623816,mothbeans
32,50,20,26.46532867,60.30337512,8.018845468,35.47024416,mothbeans
7,50,16,26.96427271,53.07842522,6.125144431,32.84069254,mothbeans
21,50,16,27.74158645,50.23847342,6.275215158,52.58553238,mothbeans
12,56,25,29.47603653,42.15229982,5.582981256,53.89326256,mothbeans
38,53,19,30.5923409,55.19730602,4.221269669,51.640015,mothbeans
11,55,19,26.13729513,59.96378471,9.945805383,34.76702852,mothbeans
10,52,25,27.67711568,52.11951097,6.74128913,64.1341851,mothbeans
16,55,19,26.03036552,47.22010724,4.217417155,36.75594002,mothbeans
20,48,17,29.56192664,56.58426297,5.585620898,53.14344511,mothbeans
12,45,23,25.95239691,50.64073868,5.673089987,51.4040736,mothbeans
16,50,22,29.13369304,53.42179928,9.982450216,51.45679468,mothbeans
13,51,17,25.73707544,51.57158241,5.048631641,57.20782056,mothbeans
19,52,21,29.95107761,54.34094391,8.345929356,52.49617649,mothbeans
14,47,24,27.82214586,46.63280095,7.607992091,54.38627216,mothbeans
14,50,19,30.29538153,44.39426799,8.808416624,35.90145956,mothbeans
21,51,22,27.67126526,48.9262456,8.919135732,39.18927751,mothbeans
19,53,25,25.60644735,57.13573356,4.072048708,51.19218814,mothbeans
30,43,24,26.05865034,43.31862167,5.764618766,46.89399402,mothbeans
7,50,23,28.5527986,51.51652735,7.800125512,48.66152577,mothbeans
11,49,19,31.17867189,53.55407323,9.74129554,69.89278749,mothbeans
17,52,21,25.29358579,61.05005071,9.872030839,32.56592536,mothbeans
38,48,18,29.6205119,53.45803114,4.420756163,50.29472876,mothbeans
36,45,17,30.83355627,58.41183911,7.480568188,69.27822817,mothbeans
15,52,22,30.57646549,49.25413294,8.315222402,68.45127636,mothbeans
24,55,25,29.48714188,45.66473044,9.115731256,34.3010444,mothbeans
33,45,20,25.78948408,47.05791805,9.774746496,53.77326961,mothbeans
22,51,22,25.7956629,57.65062253,4.118167075,61.71312232,mothbeans
39,52,16,27.15784257,46.85880107,9.240634564,31.35649525,mothbeans
22,56,22,29.0593156,46.00032449,9.78239039,41.37366554,mothbeans
9,51,22,30.70602873,52.35080846,8.38305107,45.37517107,mothbeans
15,45,21,29.21092784,54.82437353,6.819527566,53.80175333,mothbeans
31,57,25,25.83350771,50.10819798,9.159171122,59.8043041,mothbeans
8,59,23,29.8466115,53.56746994,6.356593325,50.587259,mothbeans
13,52,16,29.11286528,43.31963559,5.893161318,68.42400001,mothbeans
32,57,20,25.51760002,57.31313996,8.723162362,57.06489546,mothbeans
22,44,24,27.47110256,51.87271268,9.426408884,36.5562725,mothbeans
32,50,25,25.16092648,47.59049414,9.829163716,57.28898155,mothbeans
32,58,16,29.51616929,46.14221769,4.918963638,61.81575873,mothbeans
30,50,18,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
27,56,25,26.16006172,54.03582555,8.452145859,56.2495241,mothbeans
14,47,17,26.76027143,42.73360118,7.652482097,38.46589645,mothbeans
13,45,23,29.95069546,50.25516414,5.188588094,46.56728104,mothbeans
39,44,22,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
35,44,16,26.88318536,57.37625242,7.423369301,32.91776049,mothbeans
27,58,22,28.33458394,52.73287245,8.897504663,66.10110746,mothbeans
12,58,19,30.03478916,62.27029508,7.198040145,63.24444215,mothbeans
7,46,16,25.77179867,57.37829392,8.501036038,56.76042953,mothbeans
7,55,19,29.39124902,46.7170436,3.52633105,63.20319536,mothbeans
20,45,18,29.95319968,57.49161149,6.464520861,67.17269806,mothbeans
20,45,21,27.75010259,48.69276954,3.576022177,41.67588029,mothbeans
17,47,20,25.10222971,54.38956814,5.995456766,52.81619805,mothbeans
16,50,21,26.00798914,43.51152036,5.582728558,55.24605389,mothbeans
29,47,22,28.72971643,53.55477803,8.779812894,34.14677944,mothbeans
16,46,17,27.19130627,42.24686942,6.213782574,38.9880099,mothbeans
36,52,16,27.95017736,54.28018874,4.675843007,51.54560864,mothbeans
34,52,25,25.7655419,46.84915539,7.384379252,55.9759157,mothbeans
10,52,24,27.04227548,42.28526958,6.509104997,46.04436554,mothbeans
29,56,17,31.26287911,53.23148913,4.726484553,57.06725119,mothbeans
9,46,16,25.10222971,54.38956814,5.995456766,52.81619805,mothbeans
32,51,21,27.09949125,61.48527643,7.152915251,43.29431719,mothbeans
15,51,22,25.61123033,46.25787016,5.372662074,49.60531749,mothbeans
17,54,23,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
15,49,21,25.29282527,51.06013565,4.998762839,63.52022567,mothbeans
20,55,16,27.75010259,48.69276954,3.576022177,41.67588029,mothbeans
34,58,18,25.72669051,59.72213747,5.978777895,45.30319408,mothbeans
32,57,23,28.70786292,55.22136781,5.692956396,31.26210779,mothbeans
15,43,25,27.24951185,50.31675514,7.022717703,47.14461935,mothbeans
27,45,18,29.47603653,42.15229982,5.582981256,53.89326256,mothbeans
29,52,25,29.68313751,48.62154361,8.21439862,69.49017545,mothbeans
28,50,24,31.08071377,55.961901,9.570618081,52.29345007,mothbeans
13,53,16,27.10109184,43.99152997,9.090861211,32.55803449,mothbeans
38,45,22,28.06562127,57.36716748,5.328930488,36.82390119,mothbeans
24,56,22,25.39663628,43.0987974,5.872310465,36.49375486,mothbeans
29,55,24,28.76122155,56.36349763,8.741569319,36.47720636,mothbeans
25,57,21,27.3835472,58.79225994,4.605805884,50.26578707,mothbeans
27,59,16,29.48714188,45.66473044,9.115731256,34.3010444,mothbeans
38,51,18,31.0051182,63.75406907,8.098498384,52.57942554,mothbeans
31,52,24,27.93493345,42.36325369,6.924728719,57.12521677,mothbeans
36,48,20,28.3926777,52.51769818,7.443138883,40.00911817,mothbeans
14,50,19,29.21092784,54.82437353,6.819527566,53.80175333,mothbeans
9,44,25,30.2125143,50.2054632,8.197929207,63.77431667,mothbeans
34,49,22,28.6055333,53.2434791,6.628632823,46.36844159,mothbeans
23,55,16,27.17402761,50.02032764,6.122163468,36.79907441,mothbeans
11,51,25,28.38343856,60.10843964,8.926760261,41.51846751,mothbeans
13,57,21,30.1931877,43.19054622,4.839156921,59.18738989,mothbeans
13,48,21,26.03449782,45.5756322,8.992699666,66.62846411,mothbeans
16,60,24,27.96658994,61.20708161,8.566255919,58.25338703,mothbeans
8,52,17,26.41252624,46.69302414,9.093439669,70.06841402,mothbeans
32,46,18,25.88491833,55.83708572,7.636789823,31.69022667,mothbeans
7,53,23,25.7026857,46.94915415,6.554926553,65.91878127,mothbeans
15,58,23,29.84263603,45.89107469,8.183149929,54.47693047,mothbeans
28,50,20,29.48334262,43.80623402,3.987303961,59.49203245,mothbeans
14,54,22,25.15285708,56.72422541,9.024429072,64.32804589,mothbeans
33,39,16,25.34924938,59.29737659,8.223143352,47.12785346,mothbeans
20,53,16,31.21475442,52.8493884,4.953661004,57.43739885,mothbeans
21,47,18,30.3108007,43.24572048,3.73005278,33.28977622,mothbeans
7,51,18,28.752047,61.51492965,7.590128032999999,52.72818759,mothbeans
7,56,16,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
12,52,25,27.61620733,43.65061894,9.001839319,61.18311547,mothbeans
30,55,22,26.40936351,57.49757749,9.086876667,53.99676498,mothbeans
19,38,23,26.21350162,61.01091402,3.766535619,31.10935839,mothbeans
29,39,22,27.72892019,47.08454788,7.875558848,47.08454788,mothbeans
26,45,19,28.8660691,60.87750025,3.819389611,54.77984935,mothbeans
17,46,23,29.30130192,51.33901242,9.219175148,69.59399329,mothbeans
36,52,21,25.49843852,43.90307651,7.313587284,45.28767794,mothbeans
13,44,21,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
36,44,23,30.34445548,48.02497095,4.275513615,53.13919462,mothbeans
14,45,21,26.04248776,52.33551107,9.087791491,68.25530502,mothbeans
31,52,24,27.09789235,44.14224185,7.01549122,45.09014413,mothbeans
26,43,20,30.48488991,54.83285411,4.780872891,34.19543248,mothbeans
24,55,16,27.03482685,53.13168861,9.212168548,32.74284335,mothbeans
10,50,21,25.52212496,57.1019405,7.800876217,37.6340841,mothbeans
29,50,18,26.75519196,54.69444348,3.98422469,54.63044898,mothbeans
16,57,23,28.2373587,43.32147245,6.135171784,52.95129082,mothbeans
25,43,23,31.45648517,57.29605411,7.317927011,40.20722115,mothbeans
19,44,17,30.14090314,55.92488284,9.506141344,31.76925469,mothbeans
10,59,17,29.13538015,48.51817829,3.546451251,41.46433101,mothbeans
36,59,25,26.72881648,44.16240713,6.279319286,51.38972925,mothbeans
33,54,16,28.76360567,53.79076805,5.525333767,32.27857344,mothbeans
13,44,18,31.5683821,51.00272022,5.130124694,54.85623816,mothbeans
32,50,20,26.46532867,60.30337512,8.018845468,35.47024416,mothbeans
7,50,16,26.96427271,53.07842522,6.125144431,32.84069254,mothbeans
21,50,16,27.74158645,50.23847342,6.275215158,52.58553238,mothbeans
12,56,25,29.47603653,42.15229982,5.582981256,53.89326256,mothbeans
38,53,19,30.5923409,55.19730602,4.221269669,51.640015,mothbeans
11,55,19,26.13729513,59.96378471,9.945805383,34.76702852,mothbeans
10,52,25,27.67711568,52.11951097,6.74128913,64.1341851,mothbeans
16,55,19,26.03036552,47.22010724,4.217417155,36.75594002,mothbeans
20,48,17,29.56192664,56.58426297,5.585620898,53.14344511,mothbeans
12,45,23,25.95239691,50.64073868,5.673089987,51.4040736,mothbeans
16,50,22,29.13369304,53.42179928,9.982450216,51.45679468,mothbeans
13,51,17,25.73707544,51.57158241,5.048631641,57.20782056,mothbeans
19,52,21,29.95107761,54.34094391,8.345929356,52.49617649,mothbeans
14,47,24,27.82214586,46.63280095,7.607992091,54.38627216,mothbeans
14,50,19,30.29538153,44.39426799,8.808416624,35.90145956,mothbeans
21,51,22,27.67126526,48.9262456,8.919135732,39.18927751,mothbeans
19,53,25,25.60644735,57.13573356,4.072048708,51.19218814,mothbeans
30,43,24,26.05865034,43.31862167,5.764618766,46.89399402,mothbeans
7,50,23,28.5527986,51.51652735,7.800125512,48.66152577,mothbeans
11,49,19,31.17867189,53.55407323,9.74129554,69.89278749,mothbeans
17,52,21,25.29358579,61.05005071,9.872030839,32.56592536,mothbeans
38,48,18,29.6205119,53.45803114,4.420756163,50.29472876,mothbeans
36,45,17,30.83355627,58.41183911,7.480568188,69.27822817,mothbeans
15,52,22,30.57646549,49.25413294,8.315222402,68.45127636,mothbeans
24,55,25,29.48714188,45.66473044,9.115731256,34.3010444,mothbeans
33,45,20,25.78948408,47.05791805,9.774746496,53.77326961,mothbeans
22,51,22,25.7956629,57.65062253,4.118167075,61.71312232,mothbeans
39,52,16,27.15784257,46.85880107,9.240634564,31.35649525,mothbeans
22,56,22,29.0593156,46.00032449,9.78239039,41.37366554,mothbeans
9,51,22,30.70602873,52.35080846,8.38305107,45.37517107,mothbeans
15,45,21,29.21092784,54.82437353,6.819527566,53.80175333,mothbeans
31,57,25,25.83350771,50.10819798,9.159171122,59.8043041,mothbeans
8,59,23,29.8466115,53.56746994,6.356593325,50.587259,mothbeans
13,52,16,29.11286528,43.31963559,5.893161318,68.42400001,mothbeans
32,57,20,25.51760002,57.31313996,8.723162362,57.06489546,mothbeans
22,44,24,27.47110256,51.87271268,9.426408884,36.5562725,mothbeans
32,50,25,25.16092648,47.59049414,9.829163716,57.28898155,mothbeans
32,58,16,29.51616929,46.14221769,4.918963638,61.81575873,mothbeans
30,50,18,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
27,56,25,26.16006172,54.03582555,8.452145859,56.2495241,mothbeans
14,47,17,26.76027143,42.73360118,7.652482097,38.46589645,mothbeans
13,45,23,29.95069546,50.25516414,5.188588094,46.56728104,mothbeans
39,44,22,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
35,44,16,26.88318536,57.37625242,7.423369301,32.91776049,mothbeans
27,58,22,28.33458394,52.73287245,8.897504663,66.10110746,mothbeans
12,58,19,30.03478916,62.27029508,7.198040145,63.24444215,mothbeans
7,46,16,25.77179867,57.37829392,8.501036038,56.76042953,mothbeans
7,55,19,29.39124902,46.7170436,3.52633105,63.20319536,mothbeans
20,45,18,29.95319968,57.49161149,6.464520861,67.17269806,mothbeans
20,45,21,27.75010259,48.69276954,3.576022177,41.67588029,mothbeans
17,47,20,25.10222971,54.38956814,5.995456766,52.81619805,mothbeans
16,50,21,26.00798914,43.51152036,5.582728558,55.24605389,mothbeans
29,47,22,28.72971643,53.55477803,8.779812894,34.14677944,mothbeans
16,46,17,27.19130627,42.24686942,6.213782574,38.9880099,mothbeans
36,52,16,27.95017736,54.28018874,4.675843007,51.54560864,mothbeans
34,52,25,25.7655419,46.84915539,7.384379252,55.9759157,mothbeans
10,52,24,27.04227548,42.28526958,6.509104997,46.04436554,mothbeans
29,56,17,31.26287911,53.23148913,4.726484553,57.06725119,mothbeans
9,46,16,25.10222971,54.38956814,5.995456766,52.81619805,mothbeans
32,51,21,27.09949125,61.48527643,7.152915251,43.29431719,mothbeans
15,51,22,25.61123033,46.25787016,5.372662074,49.60531749,mothbeans
17,54,23,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
15,49,21,25.29282527,51.06013565,4.998762839,63.52022567,mothbeans
20,55,16,27.75010259,48.69276954,3.576022177,41.67588029,mothbeans
34,58,18,25.72669051,59.72213747,5.978777895,45.30319408,mothbeans
32,57,23,28.70786292,55.22136781,5.692956396,31.26210779,mothbeans
15,43,25,27.24951185,50.31675514,7.022717703,47.14461935,mothbeans
27,45,18,29.47603653,42.15229982,5.582981256,53.89326256,mothbeans
29,52,25,29.68313751,48.62154361,8.21439862,69.49017545,mothbeans
28,50,24,31.08071377,55.961901,9.570618081,52.29345007,mothbeans
13,53,16,27.10109184,43.99152997,9.090861211,32.55803449,mothbeans
38,45,22,28.06562127,57.36716748,5.328930488,36.82390119,mothbeans
24,56,22,25.39663628,43.0987974,5.872310465,36.49375486,mothbeans
29,55,24,28.76122155,56.36349763,8.741569319,36.47720636,mothbeans
25,57,21,27.3835472,58.79225994,4.605805884,50.26578707,mothbeans
27,59,16,29.48714188,45.66473044,9.115731256,34.3010444,mothbeans
38,51,18,31.0051182,63.75406907,8.098498384,52.57942554,mothbeans
31,52,24,27.93493345,42.36325369,6.924728719,57.12521677,mothbeans
36,48,20,28.3926777,52.51769818,7.443138883,40.00911817,mothbeans
14,50,19,29.21092784,54.82437353,6.819527566,53.80175333,mothbeans
9,44,25,30.2125143,50.2054632,8.197929207,63.77431667,mothbeans
34,49,22,28.6055333,53.2434791,6.628632823,46.36844159,mothbeans
23,55,16,27.17402761,50.02032764,6.122163468,36.79907441,mothbeans
11,51,25,28.38343856,60.10843964,8.926760261,41.51846751,mothbeans
13,57,21,30.1931877,43.19054622,4.839156921,59.18738989,mothbeans
13,48,21,26.03449782,45.5756322,8.992699666,66.62846411,mothbeans
16,60,24,27.96658994,61.20708161,8.566255919,58.25338703,mothbeans
8,52,17,26.41252624,46.69302414,9.093439669,70.06841402,mothbeans
32,46,18,25.88491833,55.83708572,7.636789823,31.69022667,mothbeans
7,53,23,25.7026857,46.94915415,6.554926553,65.91878127,mothbeans
15,58,23,29.84263603,45.89107469,8.183149929,54.47693047,mothbeans
28,50,20,29.48334262,43.80623402,3.987303961,59.49203245,mothbeans
14,54,22,25.15285708,56.72422541,9.024429072,64.32804589,mothbeans
33,39,16,25.34924938,59.29737659,8.223143352,47.12785346,mothbeans
20,53,16,31.21475442,52.8493884,4.953661004,57.43739885,mothbeans
21,47,18,30.3108007,43.24572048,3.73005278,33.28977622,mothbeans
7,51,18,28.752047,61.51492965,7.590128032999999,52.72818759,mothbeans
7,56,16,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
12,52,25,27.61620733,43.65061894,9.001839319,61.18311547,mothbeans
30,55,22,26.40936351,57.49757749,9.086876667,53.99676498,mothbeans
19,38,23,26.21350162,61.01091402,3.766535619,31.10935839,mothbeans
29,39,22,27.72892019,47.08454788,7.875558848,47.08454788,mothbeans
26,45,19,28.8660691,60.87750025,3.819389611,54.77984935,mothbeans
17,46,23,29.30130192,51.33901242,9.219175148,69.59399329,mothbeans
36,52,21,25.49843852,43.90307651,7.313587284,45.28767794,mothbeans
13,44,21,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
36,44,23,30.34445548,48.02497095,4.275513615,53.13919462,mothbeans
14,45,21,26.04248776,52.33551107,9.087791491,68.25530502,mothbeans
31,52,24,27.09789235,44.14224185,7.01549122,45.09014413,mothbeans
26,43,20,30.48488991,54.83285411,4.780872891,34.19543248,mothbeans
24,55,16,27.03482685,53.13168861,9.212168548,32.74284335,mothbeans
10,50,21,25.52212496,57.1019405,7.800876217,37.6340841,mothbeans
29,50,18,26.75519196,54.69444348,3.98422469,54.63044898,mothbeans
16,57,23,28.2373587,43.32147245,6.135171784,52.95129082,mothbeans
25,43,23,31.45648517,57.29605411,7.317927011,40.20722115,mothbeans
19,44,17,30.14090314,55.92488284,9.506141344,31.76925469,mothbeans
10,59,17,29.13538015,48.51817829,3.546451251,41.46433101,mothbeans
36,59,25,26.72881648,44.16240713,6.279319286,51.38972925,mothbeans
33,54,16,28.76360567,53.79076805,5.525333767,32.27857344,mothbeans
13,44,18,31.5683821,51.00272022,5.130124694,54.85623816,mothbeans
32,50,20,26.46532867,60.30337512,8.018845468,35.47024416,mothbeans
7,50,16,26.96427271,53.07842522,6.125144431,32.84069254,mothbeans
21,50,16,27.74158645,50.23847342,6.275215158,52.58553238,mothbeans
12,56,25,29.47603653,42.15229982,5.582981256,53.89326256,mothbeans
38,53,19,30.5923409,55.19730602,4.221269669,51.640015,mothbeans
11,55,19,26.13729513,59.96378471,9.945805383,34.76702852,mothbeans
10,52,25,27.67711568,52.11951097,6.74128913,64.1341851,mothbeans
16,55,19,26.03036552,47.22010724,4.217417155,36.75594002,mothbeans
20,48,17,29.56192664,56.58426297,5.585620898,53.14344511,mothbeans
12,45,23,25.95239691,50.64073868,5.673089987,51.4040736,mothbeans
16,50,22,29.13369304,53.42179928,9.982450216,51.45679468,mothbeans
13,51,17,25.73707544,51.57158241,5.048631641,57.20782056,mothbeans
19,52,21,29.95107761,54.34094391,8.345929356,52.49617649,mothbeans
14,47,24,27.82214586,46.63280095,7.607992091,54.38627216,mothbeans
14,50,19,30.29538153,44.39426799,8.808416624,35.90145956,mothbeans
21,51,22,27.67126526,48.9262456,8.919135732,39.18927751,mothbeans
19,53,25,25.60644735,57.13573356,4.072048708,51.19218814,mothbeans
30,43,24,26.05865034,43.31862167,5.764618766,46.89399402,mothbeans
7,50,23,28.5527986,51.51652735,7.800125512,48.66152577,mothbeans
11,49,19,31.17867189,53.55407323,9.74129554,69.89278749,mothbeans
17,52,21,25.29358579,61.05005071,9.872030839,32.56592536,mothbeans
38,48,18,29.6205119,53.45803114,4.420756163,50.29472876,mothbeans
36,45,17,30.83355627,58.41183911,7.480568188,69.27822817,mothbeans
15,52,22,30.57646549,49.25413294,8.315222402,68.45127636,mothbeans
24,55,25,29.48714188,45.66473044,9.115731256,34.3010444,mothbeans
33,45,20,25.78948408,47.05791805,9.774746496,53.77326961,mothbeans
22,51,22,25.7956629,57.65062253,4.118167075,61.71312232,mothbeans
39,52,16,27.15784257,46.85880107,9.240634564,31.35649525,mothbeans
22,56,22,29.0593156,46.00032449,9.78239039,41.37366554,mothbeans
9,51,22,30.70602873,52.35080846,8.38305107,45.37517107,mothbeans
15,45,21,29.21092784,54.82437353,6.819527566,53.80175333,mothbeans
31,57,25,25.83350771,50.10819798,9.159171122,59.8043041,mothbeans
8,59,23,29.8466115,53.56746994,6.356593325,50.587259,mothbeans
13,52,16,29.11286528,43.31963559,5.893161318,68.42400001,mothbeans
32,57,20,25.51760002,57.31313996,8.723162362,57.06489546,mothbeans
22,44,24,27.47110256,51.87271268,9.426408884,36.5562725,mothbeans
32,50,25,25.16092648,47.59049414,9.829163716,57.28898155,mothbeans
32,58,16,29.51616929,46.14221769,4.918963638,61.81575873,mothbeans
30,50,18,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
27,56,25,26.16006172,54.03582555,8.452145859,56.2495241,mothbeans
14,47,17,26.76027143,42.73360118,7.652482097,38.46589645,mothbeans
13,45,23,29.95069546,50.25516414,5.188588094,46.56728104,mothbeans
39,44,22,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
35,44,16,26.88318536,57.37625242,7.423369301,32.91776049,mothbeans
27,58,22,28.33458394,52.73287245,8.897504663,66.10110746,mothbeans
12,58,19,30.03478916,62.27029508,7.198040145,63.24444215,mothbeans
7,46,16,25.77179867,57.37829392,8.501036038,56.76042953,mothbeans
7,55,19,29.39124902,46.7170436,3.52633105,63.20319536,mothbeans
20,45,18,29.95319968,57.49161149,6.464520861,67.17269806,mothbeans
20,45,21,27.75010259,48.69276954,3.576022177,41.67588029,mothbeans
17,47,20,25.10222971,54.38956814,5.995456766,52.81619805,mothbeans
16,50,21,26.00798914,43.51152036,5.582728558,55.24605389,mothbeans
29,47,22,28.72971643,53.55477803,8.779812894,34.14677944,mothbeans
16,46,17,27.19130627,42.24686942,6.213782574,38.9880099,mothbeans
36,52,16,27.95017736,54.28018874,4.675843007,51.54560864,mothbeans
34,52,25,25.7655419,46.84915539,7.384379252,55.9759157,mothbeans
10,52,24,27.04227548,42.28526958,6.509104997,46.04436554,mothbeans
29,56,17,31.26287911,53.23148913,4.726484553,57.06725119,mothbeans
9,46,16,25.10222971,54.38956814,5.995456766,52.81619805,mothbeans
32,51,21,27.09949125,61.48527643,7.152915251,43.29431719,mothbeans
15,51,22,25.61123033,46.25787016,5.372662074,49.60531749,mothbeans
17,54,23,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
15,49,21,25.29282527,51.06013565,4.998762839,63.52022567,mothbeans
20,55,16,27.75010259,48.69276954,3.576022177,41.67588029,mothbeans
34,58,18,25.72669051,59.72213747,5.978777895,45.30319408,mothbeans
32,57,23,28.70786292,55.22136781,5.692956396,31.26210779,mothbeans
15,43,25,27.24951185,50.31675514,7.022717703,47.14461935,mothbeans
27,45,18,29.47603653,42.15229982,5.582981256,53.89326256,mothbeans
29,52,25,29.68313751,48.62154361,8.21439862,69.49017545,mothbeans
28,50,24,31.08071377,55.961901,9.570618081,52.29345007,mothbeans
13,53,16,27.10109184,43.99152997,9.090861211,32.55803449,mothbeans
38,45,22,28.06562127,57.36716748,5.328930488,36.82390119,mothbeans
24,56,22,25.39663628,43.0987974,5.872310465,36.49375486,mothbeans
29,55,24,28.76122155,56.36349763,8.741569319,36.47720636,mothbeans
25,57,21,27.3835472,58.79225994,4.605805884,50.26578707,mothbeans
27,59,16,29.48714188,45.66473044,9.115731256,34.3010444,mothbeans
38,51,18,31.0051182,63.75406907,8.098498384,52.57942554,mothbeans
31,52,24,27.93493345,42.36325369,6.924728719,57.12521677,mothbeans
36,48,20,28.3926777,52.51769818,7.443138883,40.00911817,mothbeans
14,50,19,29.21092784,54.82437353,6.819527566,53.80175333,mothbeans
9,44,25,30.2125143,50.2054632,8.197929207,63.77431667,mothbeans
34,49,22,28.6055333,53.2434791,6.628632823,46.36844159,mothbeans
23,55,16,27.17402761,50.02032764,6.122163468,36.79907441,mothbeans
11,51,25,28.38343856,60.10843964,8.926760261,41.51846751,mothbeans
13,57,21,30.1931877,43.19054622,4.839156921,59.18738989,mothbeans
13,48,21,26.03449782,45.5756322,8.992699666,66.62846411,mothbeans
16,60,24,27.96658994,61.20708161,8.566255919,58.25338703,mothbeans
8,52,17,26.41252624,46.69302414,9.093439669,70.06841402,mothbeans
32,46,18,25.88491833,55.83708572,7.636789823,31.69022667,mothbeans
7,53,23,25.7026857,46.94915415,6.554926553,65.91878127,mothbeans
15,58,23,29.84263603,45.89107469,8.183149929,54.47693047,mothbeans
28,50,20,29.48334262,43.80623402,3.987303961,59.49203245,mothbeans
14,54,22,25.15285708,56.72422541,9.024429072,64.32804589,mothbeans
33,39,16,25.34924938,59.29737659,8.223143352,47.12785346,mothbeans
20,53,16,31.21475442,52.8493884,4.953661004,57.43739885,mothbeans
21,47,18,30.3108007,43.24572048,3.73005278,33.28977622,mothbeans
7,51,18,28.752047,61.51492965,7.590128032999999,52.72818759,mothbeans
7,56,16,25.81583318,56.9144754,4.724733859,63.8082925,mothbeans
12,52,25,27.61620733,43.65061894,9.001839319,61.18311547,mothbeans
30,55,22,26.40936351,57.49757749,9.086876667,53.99676498,mothbeans
19,38,23,26.21350162,61.01091402,3.766535619,31.10935839,mothbeans
29,39,22,27.72892019,47.08454788,7.875558848,47.08454788,mothbeans
26,45,19,28.8660691,60.87750025,3.819389611,54.77984935,mothbeans
17,46,23,29.30130192,51.33901242,9.219175148,69.59399329,mothbeans
36,52,21,25.49843852,43.90307651,7.313587284,45.28767794,mothbeans
13,44,21,28.0988456,50.86330985,4.8865436989999995,52.46386118,mothbeans
36,44,23,30.34445548,48.02497095,4.275513615,53.13919462,mothbeans
